P_NAME,P_PERIOD,S_NAME,S_DEC,S_MAG,S_MASS,S_TEMPERATURE,P_DISTANCE,P_FLUX,P_TEMP_EQUIL,P_TYPE,S_RADIUS_EST,S_TYPE_TEMP,S_LUMINOSITY,P_TYPE_TEMP,P_HABITABLE,P_ESI,P_RADIUS_EST,P_MASS_EST,P_SEMI_MAJOR_AXIS_EST
K2-49 b,2.77065,K2-49,3.475569,15.668,0.51,4175.0,0.0309,57.732802,702.26426,Superterran,0.45,K,0.055123856,Hot,0,0.2811387,1.92812,4.3771005,0.0309
K2-5 b,5.73594,K2-5,-1.877976,14.91,0.61,3930.0,0.0532,24.534957,567.01067,Superterran,0.57,K,0.069439816,Hot,0,0.31201669,1.9057,4.2910395,0.0532
K2-5 c,10.93241,K2-5,-1.877976,14.91,0.61,3930.0,0.0818,10.37772,457.26757,Superterran,0.57,K,0.069439816,Hot,0,0.35604252,2.26442,5.7508411,0.0818
K2-53 b,12.20772,K2-53,-20.400534,11.888,0.85,5263.0,0.098,46.961289,666.92948,Neptunian,0.81,K,0.45101622,Hot,0,0.25301677,2.60072,7.2749643,0.098
K2-54 b,9.7843,K2-54,-17.543995,14.042,0.42,3798.0,0.0671,5.9790287,398.38463,Terran,0.38,M,0.026920039,Hot,0,0.49298485,1.15463,1.6270695,0.0671
K2-55 b,2.849258,K2-55,-17.250708,13.546,0.7,4456.0,0.03486,115.37075,834.96609,Neptunian,0.63,K,0.14020079,Hot,0,0.19114801,3.82261,13.989899,0.03486
K2-57 b,9.0063,K2-57,-14.069886,14.501,0.68,4434.0,0.0746,23.920879,563.42899,Superterran,0.62,K,0.13312352,Hot,0,0.30311686,2.09627,5.0447392,0.0746
K2-58 b,7.05254,K2-58,-14.049808,12.378,0.89,5413.0,0.0692,118.80247,841.10706,Neptunian,0.86,G,0.56890226,Hot,0,0.23345149,2.67919,7.651547,0.0692
K2-58 c,2.53726,K2-58,-14.049808,12.378,0.89,5413.0,0.035,464.41001,1182.6883,Superterran,0.86,G,0.56890226,Hot,0,0.27606098,1.62545,3.2754986,0.035
K2-58 d,22.8827,K2-58,-14.049808,12.378,0.89,5413.0,0.1517,24.721026,568.08266,Superterran,0.86,G,0.56890226,Hot,0,0.32180235,1.71513,3.5881927,0.1517
K2-59 b,20.6921,K2-59,-14.027745,14.226,0.77,5055.0,0.1354,17.005197,517.357,Superterran,0.73,K,0.311759,Hot,0,0.30675562,2.41015,6.3932195,0.1354
K2-59 c,11.2954,K2-59,-14.027745,14.226,0.77,5055.0,0.0905,38.064651,632.81297,Superterran,0.73,K,0.311759,Hot,0,0.27366234,2.29805,5.8965974,0.0905
K2-6 b,30.94191,K2-6,-1.198477,12.654,0.97,5850.0,0.1898,26.844923,579.9098,Superterran,0.96,G,0.96706258,Hot,0,0.27710446,2.49983,6.8023267,0.1898
K2-61 b,2.57302,K2-61,-13.560024,12.991,1.21,6293.0,0.0392,1691.3179,1633.8088,Superterran,1.36,F,2.5989468,Hot,0,0.23249001,2.47741,6.6990733,0.0392
K2-62 b,6.67202,K2-62,-12.187498,12.397,0.77,4880.0,0.0636,66.942114,728.73523,Superterran,0.73,K,0.27077817,Hot,0,0.26720844,2.14111,5.2293105,0.0636
K2-62 c,16.1966,K2-62,-12.187498,12.397,0.77,4880.0,0.1148,20.546123,542.40961,Superterran,0.73,K,0.27077817,Hot,0,0.30900718,2.14111,5.2293105,0.1148
K2-63 b,20.257,K2-63,-12.066374,12.876,1.4,6771.0,0.1627,189.01663,944.64779,Neptunian,1.63,F,5.0035139,Hot,0,0.20769859,3.21727,10.439906,0.1627
K2-63 c,25.4556,K2-63,-12.066374,12.876,1.4,6771.0,0.189,140.07206,876.46138,Neptunian,1.63,F,5.0035139,Hot,0,0.18691211,3.90108,14.48096,0.189
K2-64 b,6.53044,K2-64,-11.428742,14.086,0.74,5312.0,0.0619,99.216827,804.06516,Superterran,0.73,G,0.38016019,Hot,0,0.26429275,2.07385,4.9534779,0.0619
K2-65 b,12.6475,K2-65,-10.925379,10.801,0.87,5213.0,0.1014,45.406937,661.34102,Superterran,0.84,K,0.46687231,Hot,0,0.30491599,1.58061,3.123569,0.1014
K2-66 b,5.06963,K2-66,-10.711549,11.71,1.11,5887.0,0.05983,838.41633,1370.9128,Neptunian,1.67,G,3.0012193,Hot,0,0.23275831,2.48862,21.300833,0.05983
K2-68 b,8.05428,K2-68,-10.567318,12.977,0.73,4746.0,0.0708,41.932513,648.30987,Superterran,0.68,K,0.21019259,Hot,0,0.3073165,1.58061,3.123569,0.0708
K2-69 b,7.06599,K2-69,-10.48858,14.807,0.55,4127.0,0.0591,17.866674,523.78836,Superterran,0.49,K,0.062404899,Hot,0,0.30812959,2.32047,5.9945993,0.0591
K2-7 b,28.67992,K2-7,-1.065755,13.213,0.97,5772.0,0.1814,27.85235,585.27553,Neptunian,0.96,G,0.9165083,Hot,0,0.26755298,2.66798,7.5972714,0.1814
K2-70 b,13.97896,K2-70,-10.084946,12.989,0.94,5622.0,0.1112,62.604901,716.63331,Neptunian,0.93,G,0.77413715,Hot,0,0.23369671,2.89218,8.7127047,0.1112
K2-71 b,6.98541,K2-71,-9.881619,14.875,0.48,4006.0,0.0559,13.653554,489.72958,Superterran,0.43,K,0.042664763,Hot,0,0.33694595,2.15232,5.2758784,0.0559
K2-72 b,5.577212,K2-72,-9.612382,15.309,0.27,3360.47,0.040242,7.8242036,425.12297,Terran,0.33,M,0.012442757,Hot,0,0.45254367,1.07616,1.2643012,0.04
K2-72 c,15.189034,K2-72,-9.612382,15.309,0.27,3360.47,0.0784719,2.0576472,304.43688,Terran,0.33,M,0.012442757,Hot,0,0.75020127,1.15463,1.6270695,0.078
K2-72 d,7.760178,K2-72,-9.612382,15.309,0.27,3360.47,0.0503025,5.0074903,380.24154,Terran,0.33,M,0.012442757,Hot,0,0.52829121,1.0089,1.0032039,0.05
K2-72 e,24.158868,K2-72,-9.612382,15.309,0.27,3360.47,0.1066413,1.1141621,261.15096,Terran,0.33,M,0.012442757,Warm,1,0.90286374,1.28915,2.2098374,0.106
K2-73 b,7.49543,K2-73,-9.056093,11.345,1.05,5922.0,0.07619,213.29371,973.61985,Superterran,1.06,G,1.2381521,Hot,0,0.23882684,2.45499,6.5964694,0.07619
K2-74 b,19.5666,K2-74,-8.714505,12.588,0.96,6060.0,0.1402,59.038494,706.20165,Superterran,0.98,F,1.160463,Hot,0,0.26141588,2.30926,5.9455152,0.1402
K2-75 b,7.8142,K2-75,-7.469853,12.701,1.16,5995.0,0.081,429.26409,1159.6476,Neptunian,1.56,G,2.8164017,Hot,0,0.22620607,2.66798,7.5972714,0.081
K2-75 c,18.311,K2-75,-7.469853,12.701,1.16,5995.0,0.1429,137.92092,873.07679,Neptunian,1.56,G,2.8164017,Hot,0,0.22808969,2.76887,8.091445,0.1429
K2-79 b,10.99573,K2-79,13.519372,12.075,1.06,5926.0,0.0987,185.83216,940.64365,Neptunian,1.28,G,1.8103193,Hot,0,0.19145883,3.68809,13.164352,0.0987
K2-8 b,10.35239,K2-8,-0.284375,14.61,0.78,4870.0,0.0856,37.663476,631.13899,Neptunian,0.74,K,0.27597385,Hot,0,0.22021925,3.57599,12.492237,0.0856
K2-8 c,5.06416,K2-8,-0.284375,14.61,0.78,4870.0,0.0532,97.508992,800.58247,Superterran,0.74,K,0.27597385,Hot,0,0.24806854,2.41015,6.3932195,0.0532
K2-80 b,19.0918,K2-80,13.559289,12.626,0.9,5441.0,0.135,32.611781,608.81948,Superterran,0.87,G,0.59434971,Hot,0,0.2940885,2.00659,4.6838183,0.135
K2-80 c,5.605,K2-80,13.559289,12.626,0.9,5441.0,0.0596,167.32065,916.28862,Terran,0.87,G,0.59434971,Hot,0,0.28852302,1.46851,2.7568324,0.0596
K2-80 d,28.867253,K2-80,13.559289,12.626,0.9,5441.0,0.17777092,18.807048,530.54847,Neptunian,0.87,G,0.59434971,Hot,0,0.29299979,2.55588,7.063293,0.17777092
K2-81 b,6.102325,K2-81,14.5022,14.364,0.75,4674.13,0.0591062,48.848588,673.0763,Superterran,0.63,K,0.16973558,Hot,0,0.28289742,1.97296,4.5513229,0.059
K2-83 b,2.74697,K2-83,15.558886,14.514,0.48,3910.0,0.03014,40.663781,643.34933,Terran,0.42,K,0.036939776,Hot,0,0.32245015,1.24431,2.0809278,0.03014
K2-83 c,9.99767,K2-83,15.558886,14.514,0.48,3910.0,0.07131,7.2642935,418.25704,Terran,0.42,K,0.036939776,Hot,0,0.44683538,1.47972,2.7926567,0.07131
K2-84 b,6.4215,K2-84,16.634548,13.443,0.95,5652.0,0.0665,178.82155,931.64375,Superterran,0.93,G,0.79079362,Hot,0,0.24208362,2.41015,6.3932195,0.0665
K2-84 c,27.86,K2-84,16.634548,13.443,0.95,5652.0,0.1768,25.298725,571.37281,Superterran,0.93,G,0.79079362,Hot,0,0.30390614,2.02901,4.773015,0.1768
K2-85 b,0.684533,K2-85,18.465254,12.831,0.57,4268.0,0.01263,484.75237,1195.432,Terran,0.51,K,0.077326195,Hot,0,0.29579765,1.0089,1.0032039,0.01263
K2-86 b,8.77683,K2-86,18.635616,13.167,0.79,5482.0,0.077,78.829815,759.13241,Superterran,0.76,G,0.46738197,Hot,0,0.27337547,1.96175,4.5075054,0.077
K2-87 b,9.726618,K2-87,18.827417,14.134,1.16,5747.0,0.094,216.79726,977.59362,Jovian,1.4,G,1.9156206,Hot,0,0.11379987,7.60038,44.932835,0.094
K2-88 b,4.6122,K2-88,19.120178,15.476,0.26,3537.0,0.0345,7.9641126,427.9857,Terran,0.26,M,0.009479285,Hot,0,0.44572067,1.2331,2.0491991,0.0345
K2-89 b,1.096026,K2-89,20.459639,14.162,0.35,3691.0,0.01462,79.665455,761.13627,Subterran,0.32,M,0.017028045,Hot,0,0.29031969,0.61655,0.17170972,0.01462
K2-9 b,18.4498,K2-9,0.005301,15.63,0.3,3390.0,0.091,1.3731818,275.78899,Superterran,0.31,M,0.011371319,Warm,2,0.7057859,2.25321,5.702589,0.091
K2-90 b,13.733314,K2-90,22.472631,13.855,0.63,4484.0,0.096,15.107478,502.27655,Neptunian,0.62,K,0.13923052,Hot,0,0.30548041,2.60072,7.2749643,0.096
K2-90 c,2.900706,K2-90,22.472631,13.855,0.63,4484.0,0.03563175,115.76636,829.95598,Terran,0.62,K,0.13923052,Hot,0,0.29889885,1.30036,2.2425611,0.035
K2-91 b,1.419549,K2-91,24.205112,15.572,0.29,3622.0,0.0164,44.948044,659.66373,Terran,0.28,M,0.012089226,Hot,0,0.3228566,1.09858,1.3612778,0.0164
K2-95 b,10.134016,K2-95,18.976685,15.498,0.44,3548.0,0.0696,5.1701506,384.16758,Neptunian,0.42,M,0.025045037,Hot,0,0.36559252,3.87866,14.339947,0.0696
K2-98 b,10.136448,K2-98,11.511145,12.166,1.2,6172.0,0.0974,337.81094,1092.2281,Neptunian,1.57,F,3.2047313,Hot,0,0.14934517,5.20144,23.600296,0.0974
KELT-11 b,4.7361,KELT-11,-9.399025,8.04,1.44,5375.0,0.062312867,1393.6443,1556.6209,Jovian,2.69,G,5.4113681,Hot,0,0.060699717,15.1335,54.348589,0.062312852
KIC 8540376 b,31.8099,KOI-7892,44.694592,14.294,1.04,6474.0,0.19901946,63.08548,718.00466,Neptunian,1.26,F,2.4987368,Hot,0,0.19120528,4.10286,15.775464,0.19901946
KIC 8540376 c,75.2,KOI-7892,44.694592,14.294,1.04,6474.0,0.35318256,20.031894,538.98343,Superterran,1.26,F,2.4987368,Hot,0,0.29705812,2.39894,6.3428164,0.35318256
KOI-142 b,10.95416,KOI-142,40.669407,13.11,0.96,5471.0,0.095352357,68.690362,733.01656,Neptunian,0.88,G,0.62161409,Hot,0,0.19954808,3.77777,8.5813561,0.095203451
KOI-217 b,3.90512,KOI-217,46.285854,15.127,0.95,5545.0,0.0477,275.33092,1037.788,Jovian,0.86,G,0.6264577,Hot,0,0.075294486,12.4431,103.76476,0.0477
Kepler-90 b,7.008151,Kepler-90,49.305161,13.804,1.2,6080.0,0.074,321.96007,1079.1838,Terran,1.2,G,1.7630534,Hot,0,0.29083836,1.31157,2.2754822,0.074
Kepler-90 c,8.719375,Kepler-90,49.305161,13.804,1.2,6080.0,0.089,222.57964,984.04797,Terran,1.2,G,1.7630534,Hot,0,0.29658307,1.18826,1.8034186,0.089
Kepler-90 d,59.73667,Kepler-90,49.305161,13.804,1.2,6080.0,0.32,17.217318,518.96287,Neptunian,1.2,G,1.7630534,Hot,0,0.28378187,2.86976,8.5983448,0.32
Kepler-90 e,91.93913,Kepler-90,49.305161,13.804,1.2,6080.0,0.42,9.9946335,452.98793,Neptunian,1.2,G,1.7630534,Hot,0,0.33873304,2.65677,7.5431552,0.42
Kepler-90 f,124.9144,Kepler-90,49.305161,13.804,1.2,6080.0,0.48,7.6521413,423.73141,Neptunian,1.2,G,1.7630534,Hot,0,0.3573414,2.88097,8.655447,0.48
Kepler-90 g,210.60697,Kepler-90,49.305161,13.804,1.2,6080.0,0.71,3.4974278,348.40317,Jovian,1.2,G,1.7630534,Hot,0,0.32276871,8.10483,50.112591,0.71
KOI-94 b,3.743208,KOI-94,41.891117,12.205,1.28,6182.0,0.052789688,1191.6149,1478.9376,Neptunian,1.52,F,3.0233737,Hot,0,0.26992414,1.71513,10.488324,0.05119
KOI-94 c,10.423648,KOI-94,41.891117,12.205,1.28,6182.0,0.11066518,326.33788,1042.7378,Neptunian,1.52,F,3.0233737,Hot,0,0.17027042,4.31585,15.573572,0.1013
KOI-94 d,22.342989,KOI-94,41.891117,12.205,1.28,6182.0,0.16844075,106.63819,818.62248,Jovian,1.52,F,3.0233737,Hot,0,0.087951165,11.26605,106.15455,0.1684
KOI-94 e,54.32031,KOI-94,41.891117,12.205,1.28,6182.0,0.30465498,32.591956,608.68573,Jovian,1.52,F,3.0233737,Hot,0,0.15583052,6.55785,34.96108,0.3046
Kapteyn c,121.54,Kapteyn,-45.018414,8.845,0.28,3550.0,0.31922595,0.12713917,150.594,Superterran,0.29,M,0.011967352,Cold,0,0.37188858,2.5406997,6.9922161,0.311
Kepler-10 c,45.294301,Kepler-10,50.241299,10.94,0.91,5627.0,0.24092715,17.387476,520.24037,Neptunian,1.06,G,1.0092716,Hot,0,0.30816291,2.3541,17.162712,0.24092715
Kepler-100 b,6.88705,Kepler-100,41.990273,11.197,1.08,5825.0,0.072667402,433.67625,1162.6161,Superterran,1.49,G,2.2900497,Hot,0,0.28932091,1.32278,7.3100441,0.072667402
Kepler-100 c,12.8159,Kepler-100,41.990273,11.197,1.08,5825.0,0.1099386,189.47175,945.21591,Superterran,1.49,G,2.2900497,Hot,0,0.25189618,2.19716,7.0494251,0.1099386
Kepler-100 d,35.3331,Kepler-100,41.990273,11.197,1.08,5825.0,0.21615833,49.011832,674.09351,Superterran,1.49,G,2.2900497,Hot,0,0.3011352,1.61424,3.0002963,0.21615833
Kepler-1000 b,120.01813,Kepler-1000,47.098221,13.256,1.4,6453.0,0.53257833,12.488843,478.93377,Neptunian,1.51,F,3.5423315,Hot,0,0.24108765,4.76425,20.3321,0.53257833
Kepler-1001 b,14.30512,Kepler-1001,48.618706,15.338,0.9,5491.0,0.11132296,50.896779,680.48332,Neptunian,0.88,G,0.63075364,Hot,0,0.22772765,3.15001,10.072062,0.11132296
Kepler-1002 b,4.3364293,Kepler-1002,43.073715,11.704,1.22,6144.0,0.055596956,1018.1007,1439.1054,Superterran,1.57,F,3.1469713,Hot,0,0.27011936,1.71513,3.5881927,0.055596956
Kepler-1003 b,3.5548569,Kepler-1003,44.876217,14.053,1.11,6109.0,0.047188042,767.1441,1340.8005,Superterran,1.17,F,1.7082085,Hot,0,0.26724179,1.78239,3.8303511,0.047188042
Kepler-1004 b,5.2878979,Kepler-1004,49.79755,13.427,1.11,4972.0,0.061490202,1664.1815,1627.2155,Jovian,3.39,K,6.2923449,Hot,0,0.1272196,6.2776,32.477028,0.061490202
Kepler-1005 b,6.4980152,Kepler-1005,43.320461,13.25,1.0,5782.0,0.06813392,242.37397,1005.2322,Superterran,1.06,G,1.125156,Hot,0,0.28449108,1.50214,2.8648744,0.06813392
Kepler-1006 b,19.76172,Kepler-1006,42.537476,14.563,0.78,5328.0,0.13165103,22.811845,556.78178,Superterran,0.74,G,0.39537477,Hot,0,0.33527739,1.53577,2.9746177,0.13165103
Kepler-1007 b,5.1850021,Kepler-1007,45.80912,14.744,0.73,4587.0,0.052777619,69.77504,736.32566,Terran,0.7,K,0.19435678,Hot,0,0.30136529,1.43488,2.6505029,0.052777619
Kepler-1008 b,12.439312,Kepler-1008,44.941933,13.395,0.81,5066.0,0.097919414,37.445616,630.22432,Terran,0.78,K,0.35903649,Hot,0,0.3241485,1.27794,2.1773119,0.097919414
Kepler-1009 b,11.350119,Kepler-1009,42.665764,15.278,0.59,4027.0,0.082882055,11.144071,465.4852,Superterran,0.57,K,0.076553469,Hot,0,0.35398768,2.17474,5.369523,0.082882055
Kepler-101 b,3.4876812,Kepler-101,48.355228,13.8,1.17,5667.0,0.047575285,1004.6297,1432.3272,Jovian,1.56,G,2.2487993,Hot,0,0.13710232,5.7171,50.85248,0.0474
Kepler-101 c,6.02976,Kepler-101,48.355228,13.8,1.17,5667.0,0.0684,480.66056,1192.9014,Terran,1.56,G,2.2487993,Hot,0,0.29128763,1.25552,3.17828,0.0684
Kepler-1010 b,34.268571,Kepler-1010,44.149326,14.685,0.86,5253.0,0.19630877,11.903277,473.21831,Superterran,0.82,K,0.45871818,Hot,0,0.33963195,2.32047,5.9945993,0.19630877
Kepler-1011 b,5.753222,Kepler-1011,46.824001,15.196,0.91,5416.0,0.060878523,161.07955,907.62199,Neptunian,0.88,G,0.59699214,Hot,0,0.22252709,2.86976,8.5983448,0.060878523
Kepler-1012 b,5.5086044,Kepler-1012,46.457954,13.317,0.95,5556.0,0.059994552,196.425,953.77097,Terran,0.91,G,0.70700157,Hot,0,0.29438085,1.28915,2.2098374,0.059994552
Kepler-1013 b,18.93055,Kepler-1013,44.435242,14.417,0.81,4954.0,0.12955277,18.571475,528.87923,Superterran,0.76,K,0.31170218,Hot,0,0.31454834,2.15232,5.2758784,0.12955277
Kepler-1014 b,16.571104,Kepler-1014,44.110603,14.64,0.88,5388.0,0.12187223,35.87138,623.4935,Superterran,0.84,G,0.53279184,Hot,0,0.27121431,2.38773,6.2925768,0.12187223
Kepler-1015 b,16.004942,Kepler-1015,43.42691,12.818,1.49,6769.0,0.14193006,305.91098,1065.476,Neptunian,1.81,F,6.1623144,Hot,0,0.19331288,3.55357,12.359554,0.14193006
Kepler-1016 b,1.9545243,Kepler-1016,45.984623,15.356,0.99,5821.0,0.030484705,1106.917,1469.5138,Superterran,1.0,G,1.028677,Hot,0,0.24723412,2.17474,5.369523,0.030484705
Kepler-1016 c,105.65514,Kepler-1016,45.984623,15.356,0.99,5821.0,0.43582793,5.4156293,388.64863,Neptunian,1.0,G,1.028677,Hot,0,0.36702896,3.67688,13.09649,0.43582793
Kepler-1017 b,7.2340047,Kepler-1017,40.132607,14.139,0.93,5473.0,0.071436976,119.22925,841.86143,Superterran,0.87,G,0.60845567,Hot,0,0.26602671,1.99538,4.6394796,0.071436976
Kepler-1018 b,49.101351,Kepler-1018,45.407879,15.041,0.91,5518.0,0.25424495,9.951215,452.49516,Neptunian,0.88,G,0.64325145,Hot,0,0.34324882,2.5783,7.1688075,0.25424495
Kepler-1019 b,1.4112299,Kepler-1019,47.204449,13.59,0.7,4433.0,0.021857847,325.09807,1081.8038,Terran,0.67,K,0.15532064,Hot,0,0.28501608,1.4573,2.7211983,0.021857847
Kepler-102 b,5.28696,Kepler-102,47.208031,11.492,0.81,4909.0,0.055353095,98.085349,801.76288,Terran,0.76,K,0.30053009,Hot,0,0.26193364,0.47082,4.3002129,0.055353095
Kepler-102 c,7.07142,Kepler-102,47.208031,11.492,0.81,4909.0,0.067195829,66.558469,727.68888,Terran,0.76,K,0.30053009,Hot,0,0.28898166,0.58292,3.0002963,0.067195829
Kepler-102 d,10.3117,Kepler-102,47.208031,11.492,0.81,4909.0,0.086408821,40.250549,641.7086,Terran,0.76,K,0.30053009,Hot,0,0.32472371,1.17705,3.813936,0.086408821
Kepler-102 e,16.1457,Kepler-102,47.208031,11.492,0.81,4909.0,0.11651339,22.137895,552.62304,Superterran,0.76,K,0.30053009,Hot,0,0.30068421,2.21958,8.8991841,0.11651339
Kepler-102 f,27.4536,Kepler-102,47.208031,11.492,0.81,4909.0,0.16598574,10.908032,463.00056,Superterran,0.76,K,0.30053009,Hot,0,0.41009224,0.88559,5.1996661,0.16598574
Kepler-1020 b,96.91515,Kepler-1020,46.377422,14.031,0.87,5227.0,0.39410364,2.7558637,328.25348,Superterran,0.8,K,0.42803435,Hot,0,0.56976073,2.27563,5.7992597,0.39410364
Kepler-1021 b,13.474696,Kepler-1021,42.559681,15.164,0.89,5431.0,0.10657423,50.757514,680.01735,Superterran,0.86,G,0.57650723,Hot,0,0.26380316,2.33168,6.0438495,0.10657423
Kepler-1022 b,10.994699,Kepler-1022,46.973728,15.389,0.71,4445.0,0.086308036,21.711562,549.943,Superterran,0.68,K,0.1617311,Hot,0,0.29422867,2.36531,6.1925912,0.086308036
Kepler-1023 b,62.138771,Kepler-1023,49.769707,14.52,0.93,5494.0,0.29962566,7.2022017,417.36039,Neptunian,0.89,G,0.64658151,Hot,0,0.37790341,2.63435,7.4354,0.29962566
Kepler-1024 b,66.416213,Kepler-1024,38.251698,15.983,0.81,5143.0,0.29912588,4.2622211,366.06137,Neptunian,0.78,K,0.38136774,Hot,0,0.39345379,3.91229,14.55168,0.29912588
Kepler-1025 b,37.322949,Kepler-1025,43.961666,13.573,1.09,6089.0,0.22488943,31.095056,601.61374,Superterran,1.13,F,1.5726404,Hot,0,0.29714179,1.98417,4.5953145,0.22488943
Kepler-1026 b,36.515605,Kepler-1026,39.99798,14.254,0.79,4948.0,0.19908457,7.6217506,423.31006,Superterran,0.75,K,0.30208554,Hot,0,0.39513706,2.20837,5.5112567,0.19908457
Kepler-1027 b,1.9078052,Kepler-1027,42.813923,12.852,0.91,5436.0,0.029166167,618.40846,1270.4681,Terran,0.82,G,0.52605862,Hot,0,0.29387176,0.88559,0.62873346,0.029166167
Kepler-1028 b,2.5146243,Kepler-1028,49.781158,14.325,0.9,5522.0,0.034933261,516.6953,1214.6567,Terran,0.87,G,0.63054017,Hot,0,0.28839426,1.33399,2.3419147,0.034933261
Kepler-1029 b,4.4176965,Kepler-1029,41.54754,14.31,0.82,5030.0,0.049307322,139.86827,876.14242,Terran,0.77,K,0.34004942,Hot,0,0.2983448,1.25552,2.1128564,0.049307322
Kepler-103 b,15.9654,Kepler-103,40.064521,12.287,1.09,5845.0,0.12767473,133.02762,865.2276,Neptunian,1.44,G,2.1684614,Hot,0,0.20470688,3.37421,9.8526681,0.12767473
Kepler-103 c,179.612,Kepler-103,40.064521,12.287,1.09,5845.0,0.64102552,5.2771697,386.14034,Neptunian,1.44,G,2.1684614,Hot,0,0.32202247,5.14539,36.232392,0.64102552
Kepler-1030 b,19.329524,Kepler-1030,45.817559,15.719,0.8,4983.0,0.13082387,18.642553,529.38454,Superterran,0.76,K,0.31906516,Hot,0,0.29742148,2.47741,6.6990733,0.13082387
Kepler-1031 b,1.2262173,Kepler-1031,48.955376,13.8,1.09,6011.0,0.023069066,2757.0941,1846.111,Terran,1.12,F,1.4672753,Hot,0,0.29181859,0.87438,0.60067123,0.023069066
Kepler-1032 b,3.2901179,Kepler-1032,40.097751,15.753,0.77,4647.0,0.039671696,133.82415,866.51989,Superterran,0.71,K,0.21061827,Hot,0,0.271046,1.87207,4.1632686,0.039671696
Kepler-1033 b,7.5605281,Kepler-1033,44.609093,15.986,0.94,5547.0,0.073833523,131.70121,863.06271,Neptunian,0.92,G,0.71795457,Hot,0,0.23996678,2.51104,6.8541965,0.073833523
Kepler-1034 b,12.124009,Kepler-1034,37.966997,15.09,0.83,5198.0,0.097043496,44.45093,657.83219,Superterran,0.8,K,0.41861397,Hot,0,0.27063154,2.26442,5.7508411,0.097043496
Kepler-1035 b,2.7140775,Kepler-1035,42.882488,12.987,0.98,5763.0,0.037815201,650.27009,1286.5254,Terran,0.97,G,0.92987933,Hot,0,0.29298846,1.16584,1.6844027,0.037815201
Kepler-1036 b,122.88081,Kepler-1036,49.945786,13.8,0.95,5533.0,0.47541566,2.9428246,333.68448,Neptunian,0.89,G,0.66513736,Hot,0,0.50263972,3.01549,9.3527288,0.47541566
Kepler-1037 b,1.0637887,Kepler-1037,47.170856,14.229,0.82,5105.0,0.019084659,1016.4641,1438.5267,Terran,0.78,K,0.37022082,Hot,0,0.28902889,1.27794,2.1773119,0.019084659
Kepler-1038 b,148.46034,Kepler-1038,44.132378,14.839,0.87,5335.0,0.52370851,1.8230697,296.03682,Neptunian,0.83,G,0.50001442,Hot,0,0.55443948,3.53115,12.227455,0.52370851
Kepler-1039 b,0.93488424,Kepler-1039,45.315514,14.145,0.79,4870.0,0.017293801,922.75628,1404.1602,Terran,0.74,K,0.27597385,Hot,0,0.28225799,1.4573,2.7211983,0.017293801
Kepler-1040 b,201.1214,Kepler-1040,48.131393,13.328,0.98,5694.0,0.66715047,1.9500842,301.0636,Superterran,0.96,G,0.8679625,Hot,0,0.6627899,2.08506,4.999023,0.66715047
Kepler-1041 b,24.757642,Kepler-1041,49.683155,14.49,1.06,5957.0,0.1694667,45.822397,662.84863,Neptunian,1.08,G,1.3159717,Hot,0,0.23892811,2.93702,8.9432821,0.1694667
Kepler-1042 b,10.132026,Kepler-1042,39.824006,15.629,0.75,4815.0,0.083239124,36.031621,624.18864,Superterran,0.72,K,0.24965416,Hot,0,0.28115842,2.18595,5.4165988,0.083239124
Kepler-1043 b,38.50534,Kepler-1043,47.568584,14.777,0.92,5629.0,0.21699655,15.473659,505.29286,Neptunian,0.9,G,0.72861593,Hot,0,0.30652136,2.54467,7.010777,0.21699655
Kepler-1044 b,6.7740887,Kepler-1044,46.666237,15.368,1.08,5985.0,0.07187062,274.21325,1036.7332,Neptunian,1.11,G,1.4164173,Hot,0,0.22788999,2.66798,7.5972714,0.07187062
Kepler-1045 b,26.410455,Kepler-1045,45.074104,15.593,0.86,5301.0,0.16501609,17.470083,520.85717,Neptunian,0.82,G,0.47571579,Hot,0,0.29113766,2.6904,7.7059808,0.16501609
Kepler-1046 b,14.37508,Kepler-1046,46.998291,13.286,1.04,5913.0,0.11719998,86.244574,776.38629,Superterran,1.04,G,1.1846412,Hot,0,0.28444075,1.71513,3.5881927,0.11719998
Kepler-1047 b,56.188689,Kepler-1047,50.788982,13.351,1.08,5754.0,0.29449873,14.459661,496.80326,Superterran,1.13,G,1.2540792,Hot,0,0.3360341,2.08506,4.999023,0.29449873
Kepler-1047 c,3.188976,Kepler-1047,50.788982,13.351,1.08,5754.0,0.043492894,662.96157,1292.7573,Terran,1.13,G,1.2540792,Hot,0,0.29500677,0.98648,0.92556667,0.043492894
Kepler-1048 b,6.9210102,Kepler-1048,42.165787,14.832,0.75,4651.0,0.0645619,49.285308,675.03187,Superterran,0.7,K,0.20543294,Hot,0,0.30098582,1.61424,3.2372384,0.0645619
Kepler-1049 b,3.2734607,Kepler-1049,47.772957,14.22,0.51,3864.0,0.034464424,40.372646,642.1947,Terran,0.49,M,0.04795449,Hot,0,0.32685903,0.95285,0.81736451,0.034464424
Kepler-105 b,5.4122,Kepler-105,46.276237,12.791,0.96,5827.0,0.0732897,212.79639,929.38924,Neptunian,0.89,G,0.81817976,Hot,0,0.15995944,4.80909,20.658056,0.066
Kepler-105 c,7.1262,Kepler-105,46.276237,12.791,0.96,5827.0,0.071477931,160.14183,906.29818,Terran,0.89,G,0.81817976,Hot,0,0.29519551,1.31157,4.5989712,0.071477931
